iter,T
0,1412.5319758616647
1,1413.724908348315
2,1414.943180938262
3,1416.186328630832
4,1417.4538620060382
5,1418.7452274127093
6,1420.0599379796613
7,1421.3973891544233
8,1422.7567445297097
9,1424.1371203572069
10,1425.537385341023
11,1426.9563585335789
12,1428.3929309105704
13,1429.8458260238474
14,1431.3138917449269
15,1432.7960613496916
16,1434.2910443857497
17,1435.7974956243756
18,1437.3139918998133
19,1438.8389301634058
20,1440.370606511527
21,1441.9072835431625
22,1443.4472529050545
23,1444.9886670333165
24,1446.5295820197657
25,1448.0680555932483
26,1449.6021525719195
27,1451.1299626269556
28,1452.6496195029256
29,1454.159422345169
30,1455.6576155091675
31,1457.1421784233673
32,1458.6111523795328
33,1460.0627822171982
34,1461.4953133243935
35,1462.9069753305569
36,1464.2960840421413
37,1465.6611617087958
38,1467.0007489153627
39,1468.3132518060386
40,1469.5972132850761
41,1470.8513095276212
42,1472.074203070995
43,1473.2646519037032
44,1474.421559558004
45,1475.5438917919719
46,1476.630589738197
47,1477.6807050956897
48,1478.6937015095568
49,1479.6692044511883
50,1480.6067399963786
51,1481.5058813021005
52,1482.3662446531362
53,1483.1874295457
54,1483.9686675655557
55,1484.7092085655026
56,1485.4087622048241
57,1486.0671824212814
58,1486.6843456454271
59,1487.2601446441722
60,1487.794649337454
61,1488.288236812853
62,1488.741275594233
63,1489.154060840644
64,1489.527117287262
65,1489.8611622095964
66,1490.1568609689778
67,1490.414702311403
68,1490.635477198061
69,1490.8202027594357
70,1490.969853103888
71,1491.0855725055717
72,1491.1685390251366
73,1491.220164051561
74,1491.2421282586229
75,1491.2360167324293
76,1491.203330040856
77,1491.1455505614329
78,1491.0641398396938
79,1490.9606418413923
80,1490.8366604928913
81,1490.6938612502934
82,1490.5338991445658
83,1490.358356877782
84,1490.168880354827
85,1489.9671735109348
86,1489.755017099975
87,1489.5342063240416
88,1489.3064290235206
89,1489.073432042653
90,1488.8369676269133
91,1488.5986575615113
92,1488.3600746189422
93,1488.1228278019296
94,1487.8885666023473
95,1487.6586973700919
96,1487.4346324995513
97,1487.2178702702538
98,1487.0098139851657
99,1486.8117301266675
100,1486.6247069623744
101,1486.449677807716
102,1486.2874456994027
103,1486.1390046800518
104,1486.0052941680005
105,1485.8871603244074
106,1485.7852709618833
107,1485.7000408258045
108,1485.6319856272949
109,1485.5817977128356
110,1485.5503179406107
111,1485.5380803343126
112,1485.545370600712
113,1485.572397628394
114,1485.619018334653
115,1485.6850353081015
116,1485.7703777354773
117,1485.8748638277764
118,1485.9981361260584
119,1486.1397455780518
120,1486.2993117924536
121,1486.4764491212918
122,1486.6706890692788
123,1486.8814673195536
124,1487.108027944241
125,1487.3495799903285
126,1487.6054007013877
127,1487.8747864103061
128,1488.1569495865108
129,1488.4510637974956
130,1488.7563476388796
131,1489.072022906316
132,1489.3974430563683
133,1489.7319676105358
134,1490.0747333113402
135,1490.4249013771478
136,1490.7816541513434
137,1491.144046321623
138,1491.5111072997427
139,1491.8818460628822
140,1492.2553373992205
141,1492.6306864704595
142,1493.0069519208937
143,1493.3832135579719
144,1493.758531609216
145,1494.1318546715409
146,1494.5022303774128
147,1494.868840158406
148,1495.2306933778557
149,1495.5868674169194
150,1495.9366818033905
151,1496.2794983500735
152,1496.614601927928
153,1496.9412613898792
154,1497.2588459924668
155,1497.5668732644997
156,1497.8649293811523
157,1498.1525272917902
158,1498.4291372938742
159,1498.694288618337
160,1498.9476013852454
161,1499.188711976696
162,1499.417251379985
163,1499.6329486013583
164,1499.835556426415
165,1500.0247781304176
166,1500.2004496316206
167,1500.3624699494137
168,1500.510632013298
169,1500.6447562693877
170,1500.764740498997
171,1500.8705181071282
172,1500.9619198570701
173,1501.038596946216
174,1501.1002811476594
175,1501.1468523173996
176,1501.1781500799632
177,1501.1940660860125
178,1501.1947094996674
179,1501.1801837331386
180,1501.1507806695063
181,1501.1068109426676
182,1501.0484516171202
183,1500.9759022415926
184,1500.8892527977514
185,1500.788641459402
186,1500.6743097128958
187,1500.5464824692149
188,1500.4052461917195
189,1500.2506756510509
190,1500.0829319797253
191,1499.9022502204068
192,1499.7087974824312
193,1499.5026782234274
194,1499.2842489346335
195,1499.0540224124
196,1498.812255721754
197,1498.5591856937565
198,1498.2950685401306
199,1498.0199200221539
200,1497.7338608172115
201,1497.4372955481495
202,1497.1306925000092
203,1496.8145321747636
204,1496.489287490561
205,1496.1554444542057
206,1495.8136003499974
207,1495.4644757872177
208,1495.1087137391685
209,1494.7468745290355
210,1494.379643183968
211,1494.0076723841987
212,1493.631406456471
213,1493.2513016800933
214,1492.8679943697027
215,1492.4822034032495
216,1492.0947010871869
217,1491.7062565724248
218,1491.3175835019274
219,1490.929412677543
220,1490.5424843237506
221,1490.15751837253
222,1489.775356204386
223,1489.3968448938792
224,1489.0226428240455
225,1488.6533481983688
226,1488.2896419517338
227,1487.9322251201704
228,1487.5818726635184
229,1487.2394004732876
230,1486.905461018197
231,1486.580666184029
232,1486.2656375163604
233,1485.9608405328624
234,1485.66674317878
235,1485.3839527895573
236,1485.1131310373162
237,1484.854957192841
238,1484.6100341326014
239,1484.3789075396946
240,1484.1622279110786
241,1483.960827006034
242,1483.7754889175876
243,1483.606622004177
244,1483.4544726504346
245,1483.3194106773108
246,1483.2016659178337
247,1483.1013247960796
248,1483.0184802999265
249,1482.9533064601762
250,1482.9059607951428
251,1482.8763972281633
252,1482.8644641157491
253,1482.8697449801766
254,1482.8917068230921
255,1482.930057832525
256,1482.9845791906841
257,1483.0549533005028
258,1483.140824772691
259,1483.2418021471178
260,1483.3574659757678
261,1483.487367999754
262,1483.6310266215924
263,1483.7879874648522
264,1483.9578575318358
265,1484.140178895499
266,1484.3343783539717
267,1484.5398793730708
268,1484.7560116554662
269,1484.9820715608607
270,1485.2174404941652
271,1485.4615117548797
272,1485.7135742917471
273,1485.9727915304882
274,1486.2383819752185
275,1486.5096725367564
276,1486.7859953284606
277,1487.0668520707977
278,1487.3518728944357
279,1487.6406448172982
280,1487.932791888798
281,1488.2278544817616
282,1488.5252813035427
283,1488.8245394852881
284,1489.1251076850986
285,1489.4264545616156
286,1489.7280353726267
287,1490.0292379757898
288,1490.329656699246
289,1490.6288898863795
290,1490.9261834433069
291,1491.2208368904408
292,1491.5123764182886
293,1491.800411368761
294,1492.0845044790608
295,1492.3641634952003
296,1492.6390138291688
297,1492.9088960071388
298,1493.1735750499417
299,1493.4326995641818
300,1493.6859947338098
301,1493.933232799524
302,1494.1741266503645
303,1494.4084543656456
304,1494.6361131918472
305,1494.8570255461666
306,1495.0711325654163
307,1495.2783469774654
308,1495.4784694315451
309,1495.671276967908
310,1495.8567215836777
311,1496.0347131644105
312,1496.2050269094918
313,1496.3674270386398
314,1496.521732321328
315,1496.6679456614693
316,1496.8061199402696
317,1496.9361464681558
318,1497.057862909134
319,1497.1711980334476
320,1497.2762003979408
321,1497.373023395021
322,1497.4619173548626
323,1497.542961730461
324,1497.6160471697876
325,1497.6810733880243
326,1497.7378530600952
327,1497.7860566931734
328,1497.8252088507236
329,1497.8550709528513
330,1497.8757410014055
331,1497.8872613767162
332,1497.8895759231305
333,1497.8826711604463
334,1497.8664709141588
335,1497.840866005388
336,1497.8058554202278
337,1497.7614121492063
338,1497.707503138139
339,1497.6442076123021
340,1497.5716874428817
341,1497.489998830969
342,1497.3990480344198
343,1497.2987259883553
344,1497.1888694769636
345,1497.069391292457
346,1496.9402448202225
347,1496.801288290761
348,1496.6524707349129
349,1496.493990129271
350,1496.3260391655588
351,1496.1486359512169
352,1495.9616716970481
353,1495.7650208877267
354,1495.5587932811845
355,1495.3431314305622
356,1495.117984311806
357,1494.883345030564
358,1494.6392734698404
359,1494.3857786277358
360,1494.1229212593194
361,1493.8508981867922
362,1493.5698434152332
363,1493.27976385671
364,1492.9807740746214
365,1492.673053067317
366,1492.3567413925527
367,1492.031989837855
368,1491.6991275483742
369,1491.3584862729258
370,1491.0099807859945
371,1490.6534516441643
372,1490.2890879346412
373,1489.9170712844773
374,1489.5373268456306
375,1489.149706640814
376,1488.7540582904076
377,1488.350289812353
378,1487.9382863195376
379,1487.5181138364435
380,1487.09013150422
381,1486.6545892211636
382,1486.2115731253998
383,1485.761041940793
384,1485.3029977268873
385,1484.8375279735715
386,1484.3646124345596
387,1483.884281189578
388,1483.3966451105223
389,1482.9018181895026
390,1482.3998818736286
391,1481.89098439412
392,1481.3753591611392
393,1480.8530333916146
394,1480.324043885091
395,1479.7884267421896
396,1479.2465230598489
397,1478.698789467499
398,1478.145462723942
399,1477.587015616208
400,1477.023832294654
401,1476.455947967729
402,1475.8833294929188
403,1475.3060648625021
404,1474.7243430248514
405,1474.1383216427143
406,1473.5481334955762
407,1472.9538822884942
408,1472.355728956275
409,1471.7540831675633
410,1471.1493596262446
411,1470.5418941207215
412,1469.932028502599
413,1469.3200717160396
414,1468.7063230482775
415,1468.0909970129585
416,1467.4742241527067
417,1466.856213272177
418,1466.2372179586464
419,1465.6173515071016
420,1464.9967069275392
421,1464.3754945719054
422,1463.754074069077
423,1463.1328772604884
424,1462.5121899157582
425,1461.8921735251708
426,1461.2730881586142
427,1460.6554028495134
428,1460.0394727991695
429,1459.4254896258403
430,1458.813669413946
431,1458.2043365367695
432,1457.5979119428519
433,1456.9948580312523
434,1456.3956758296272
435,1455.8007449246018
436,1455.2103288424073
437,1454.6247522288904
438,1454.0444418501709
439,1453.4699306221278
440,1452.9018073432862
441,1452.3406345512726
442,1451.7869004417296
443,1451.2410724772692
444,1450.7037144530098
445,1450.175390855148
446,1449.6565820180488
447,1449.1476825798893
448,1448.6490365252746
449,1448.1609752117968
450,1447.683791294796
451,1447.2176760900004
452,1446.7629030820772
453,1446.3199079571539
454,1445.8891582430208
455,1445.4711189630568
456,1445.066201870661
457,1444.6747669414692
458,1444.2970849392575
459,1443.93338347168
460,1443.5839242261995
461,1443.248930536725
462,1442.928544416695
463,1442.622848012828
464,1442.3319391359569
465,1442.0558853282866
466,1441.7947141366521
467,1441.5485062150103
468,1441.3173074160195
469,1441.1011056165662
470,1440.8998518801125
471,1440.7135453682645
472,1440.5421833178268
473,1440.3855806309934
474,1440.243421492281
475,1440.1154758390132
476,1440.001605994198
477,1439.9017949998126
478,1439.8160697152787
479,1439.7442319303645
480,1439.6859127254636
481,1439.6407056091816
482,1439.6082913973794
483,1439.5883864901416
484,1439.5805952501344
485,1439.5844465590064
486,1439.5995043529945
487,1439.625340903054
488,1439.6615214171484
489,1439.7076286974516
490,1439.7631167978786
491,1439.827338220599
492,1439.8996308227102
493,1439.9794396236837
494,1440.0663047148066
495,1440.1597087940067
496,1440.2591321877096
497,1440.3640549195177
498,1440.4739594272714
499,1440.588236010704
500,1440.7061965377486
501,1440.8272307808513
502,1440.9506387027866
503,1441.0757010167963
504,1441.2018317446914
505,1441.3284834824349
506,1441.4551074791636
507,1441.5811390293086
508,1441.7060379592283
509,1441.82927632884
510,1441.9503650203105
511,1442.0688325227754
512,1442.1840911231204
513,1442.2954761895794
514,1442.4024944698708
515,1442.504791462976
516,1442.602074860335
517,1442.6941215920842
518,1442.7806767265645
519,1442.86149874996
520,1442.936307340035
521,1443.0047691814818
522,1443.0665118580966
523,1443.1213428131043
524,1443.1692125683492
525,1443.2100051969535
526,1443.2435788659798
527,1443.269805293042
528,1443.288596007618
529,1443.2998223945299
530,1443.30340594325
531,1443.2993589625596
532,1443.2876550696815
533,1443.2682880418229
534,1443.2414042428868
535,1443.2071508408092
536,1443.1656415559964
537,1443.117067033025
538,1443.0616516682014
539,1442.999621736014
540,1442.9312343150564
541,1442.8567583239644
542,1442.7764939116307
543,1442.6908539191586
544,1442.6002383559583
545,1442.5049998135974
546,1442.4055303479001
547,1442.3022550030955
548,1442.1956691339587
549,1442.0862536915988
550,1441.9744736190562
551,1441.8607301685715
552,1441.7453220675086
553,1441.6286868997167
554,1441.5115044179286
555,1441.394641841303
556,1441.2788273337167
557,1441.1645222444145
558,1441.0520519845065
559,1440.94174665422
560,1440.834016000298
561,1440.7292364735472
562,1440.6277919949343
563,1440.5300041291987
564,1440.4360823037866
565,1440.3462634650025
566,1440.2607614833998
567,1440.1797805096974
568,1440.1035578128722
569,1440.0322509537846
570,1439.9659084861853
571,1439.904756405131
572,1439.8491890884225
573,1439.7994693342628
574,1439.7557265693933
575,1439.7180411504128
576,1439.6865454617423
577,1439.6613205391893
578,1439.6423975358907
579,1439.6298122780247
580,1439.6235830752416
581,1439.6236949184047
582,1439.6300996368914
583,1439.6427949922847
584,1439.6616851905706
585,1439.686571151817
586,1439.7172081019953
587,1439.7534470148764
588,1439.7952781193235
589,1439.8426865879671
590,1439.895607766218
591,1439.953956298373
592,1440.0176330995073
593,1440.0865452020876
594,1440.1605704021533
595,1440.2394048707924
596,1440.3227363647172
597,1440.410395599607
598,1440.5023131624355
599,1440.5984237944003
600,1440.698475800084
601,1440.8021531996897
602,1440.9092082542256
603,1441.0194130692119
604,1441.1325085371802
605,1441.2482718152353
606,1441.3666236952065
607,1441.4875339529344
608,1441.6109925404385
609,1441.737118539869
610,1441.8659000915575
611,1441.9970112068445
612,1442.1301985098548
613,1442.2652196421307
614,1442.4017277789117
615,1442.539486052755
616,1442.67832536172
617,1442.818089515595
618,1442.9586410642698
619,1443.0996958572389
620,1443.2409522947157
621,1443.382275038332
622,1443.5236863283517
623,1443.665262311028
624,1443.8069335034925
625,1443.9484949623143
626,1444.0896839550032
627,1444.230306294549
628,1444.3703129496546
629,1444.5097281750234
630,1444.6485778637796
631,1444.7868545307244
632,1444.9245202236646
633,1445.0614724183627
634,1445.1975893064662
635,1445.3328423495198
636,1445.467278033749
637,1445.6010527458914
638,1445.7343586064783
639,1445.8674839988128
640,1446.000628975708
641,1446.1337487210274
642,1446.2668155891718
643,1446.3997938738319
644,1446.532672858144
645,1446.6653994759617
646,1446.7980121831417
647,1446.9307549051048
648,1447.0638314259475
649,1447.1973973207587
650,1447.3315718573222
651,1447.46651507421
652,1447.602485299475
653,1447.7397821018897
654,1447.8786790230563
655,1448.0195305644208
656,1448.162747447976
657,1448.3085909481356
658,1448.4571889587896
659,1448.60874907532
660,1448.7635790075517
661,1448.922045489707
662,1449.084565299394
663,1449.2514625715107
664,1449.423021143142
665,1449.5995977550497
666,1449.781577361778
667,1449.96962472278
668,1450.1645312691458
669,1450.3667521018144
670,1450.5766524895794
671,1450.7946777306956
672,1451.0213157411556
673,1451.2570231866637
674,1451.502210056573
675,1451.7572448049423
676,1452.0224866979277
677,1452.2985328917887
678,1452.585894390885
679,1452.884851482544
680,1453.1957574327505
681,1453.51904378605
682,1453.8551858014944
683,1454.2046676965927
684,1454.5680987644753
685,1454.946175848981
686,1455.3394063257429
687,1455.7481004224621
688,1456.172637309771
689,1456.6133529852598
690,1457.0704938624197
691,1457.5442916172867
692,1458.0349730386579
693,1458.5427147035682
694,1459.067710589545
695,1459.6104063812268
696,1460.1712580948233
697,1460.7504573702338
698,1461.3481462304794
699,1461.9645731379867
700,1462.5999101094897
701,1463.25431623235
702,1463.9280428401933
703,1464.6213240535055
704,1465.334364641867
705,1466.0673855891814
706,1466.820522241277
707,1467.5938799047683
708,1468.3876433404705
709,1469.202051241109
710,1470.0373175793475
711,1470.893604310822
712,1471.7711242058074
713,1472.670084673994
714,1473.590636442179
715,1474.5329029436007
716,1475.4970576302696
717,1476.4833285839138
718,1477.4918032463795
719,1478.5225479825403
720,1479.5756937059193
721,1480.6513394114816
722,1481.7495306251597
723,1482.8701904234958
724,1484.0132108909224
725,1485.178378758529
726,1486.365329093336
727,1487.5737608449062
728,1488.8034667137892
729,1490.0542855501346
730,1491.3260782859636
731,1492.6185014028893
732,1493.93107819286
733,1495.2634432743462
734,1496.6152879021126
735,1497.986336490664
736,1499.3763243872995
737,1500.784919879076
738,1502.211797718881
739,1503.656686614235
740,1505.119220928026
741,1506.5990774194788
742,1508.0961155548782
743,1509.6100434455923
744,1511.1402555375275
745,1512.6859447025759
746,1514.2462352899563
747,1515.8202933965074
748,1517.4073308987809
749,1519.0066608847644
750,1520.617603013828
751,1522.239433383329
752,1523.8713511329508
753,1525.5125131345196
754,1527.162049939119
755,1528.81906458826
756,1530.4828592315332
757,1532.1527544075568
758,1533.8279965512477
759,1535.5077980639246
760,1537.1912756639554
761,1538.8775524086238
762,1540.5656932417407
763,1542.2547541916836
764,1543.9437160758382
765,1545.6315513449483
766,1547.317366870613
767,1549.0002969985662
768,1550.679448889353
769,1552.3538738841726
770,1554.0225762365476
771,1555.6845644083116
772,1557.3388670470413
773,1558.9845545959922
774,1560.6207227659254
775,1562.246466686347
776,1563.8608258752256
777,1565.462791096595
778,1567.051414900021
779,1568.6257594849328
780,1570.184960345105
781,1571.7281751423993
782,1573.2544053881074
783,1574.7625747623526
784,1576.251733943851
785,1577.720897007125
786,1579.1690746816544
787,1580.5953946605432
788,1581.9990476369564
789,1583.3793855721333
790,1584.7356298121103
791,1586.066853440046
792,1587.3722933975364
793,1588.6512781637261
794,1589.9030577548253
795,1591.1269365504713
796,1592.3224864239257
797,1593.4893306071763
798,1594.6268580481337
799,1595.7342244451634
800,1596.8105847808843
801,1597.8552139896774
802,1598.8675594819326
803,1599.8469728522591
804,1600.7926451756207
805,1601.7040849918194
806,1602.5809234068986
807,1603.4226258095637
808,1604.2285935573366
809,1604.9982201853827
810,1605.7309783461358
811,1606.426447155768
812,1607.0843006756393
813,1607.7042487164572
814,1608.285903411023
815,1608.8288454767373
816,1609.3327981888967
817,1609.7975105611606
818,1610.222677661343
819,1610.60809088459
820,1610.9535775311385
821,1611.2588456010444
822,1611.5236175592395
823,1611.747996275224
824,1611.9322168684755
825,1612.0762553902628
826,1612.1802253645315
827,1612.2444034482428
828,1612.2689516942191
829,1612.2540374054915
830,1612.199833295344
831,1612.1063396742654
832,1611.973620173662
833,1611.80190424353
834,1611.5914463687768
835,1611.3424658197523
836,1611.0551336689223
837,1610.7296799450055
838,1610.3664046112417
839,1609.9657235933905
840,1609.5280338585997
841,1609.0537721257729
842,1608.5434231135807
843,1607.997567299806
844,1607.4169034757974
845,1606.8020519592865
846,1606.153554655908
847,1605.4718350675114
848,1604.7574118374582
849,1604.0110657150176
850,1603.2336128636744
851,1602.425813101209
852,1601.5884247628803
853,1600.722124612965
854,1599.8275750122161
855,1598.9053837754632
856,1597.9560657443421
857,1596.9801990454419
858,1595.978436939822
859,1594.9514669763655
860,1593.899948238809
861,1592.8245158140944
862,1591.7259245622886
863,1590.604911655926
864,1589.462213498942
865,1588.2987368334127
866,1587.1152838809357
867,1585.9124776438657
868,1584.6909928661469
869,1583.4515986266974
870,1582.1950968901954
871,1580.9221721225824
872,1579.6335799832698
873,1578.3303499664228
874,1577.0134454755073
875,1575.6837834482872
876,1574.342257541993
877,1572.989548842976
878,1571.6262190234775
879,1570.2528650675365
880,1568.8703126533244
881,1567.4795417948317
882,1566.0813940803869
883,1564.6766548719866
884,1563.266010144553
885,1561.8500276437578
886,1560.4293488011497
887,1559.0046788399768
888,1557.5766942266282
889,1556.1460338549268
890,1554.7133276279178
891,1553.279174628808
892,1551.844172490884
893,1550.4089404177378
894,1548.9740313889154
895,1547.5400208119956
896,1546.1077026785536
897,1544.6778259021826
898,1543.2508658645484
899,1541.8271702067045
900,1540.407061018547
901,1538.9909308038752
902,1537.5792179180567
903,1536.1725298891004
904,1534.7715676313899
905,1533.3767923963048
906,1531.9885297150456
907,1530.6071286744068
908,1529.2329483654885
909,1527.8663824890486
910,1526.5078131261591
911,1525.1575019851005
912,1523.8158344526526
913,1522.4831924517134
914,1521.1597425369046
915,1519.8456400979094
916,1518.5411517984862
917,1517.2464639870695
918,1515.96176370404
919,1514.6875522182897
920,1513.4244742221135
921,1512.1731356251044
922,1510.9339065375648
923,1509.7068844122402
924,1508.4920700700393
925,1507.2894723415848
926,1506.0992236334778
927,1504.9214348860285
928,1503.7559519233916
929,1502.6027659854901
930,1501.4620964897633
931,1500.334148241183
932,1499.2191249626862
933,1498.1171781990802
934,1497.0284888324286
935,1495.9532160744677
936,1494.8914725214768
937,1493.8434128361198
938,1492.8091696273377
939,1491.788847462582
940,1490.7825935634314
941,1489.7906652859003
942,1488.8134294792978
943,1487.8510350662116
944,1486.9034162681326
945,1485.9705461232986
946,1485.0523693649106
947,1484.148746781055
948,1483.2595329051223
949,1482.384812173638
950,1481.5249227285035
951,1480.6800662478918
952,1479.850310287042
953,1479.0359544876192
954,1478.2373776321083
955,1477.454792610595
956,1476.6882920517178
957,1475.93800440759
958,1475.2041511720488
959,1474.4870912771244
960,1473.787149001463
961,1473.1045763101176
962,1472.4396140973804
963,1471.7924040422524
964,1471.1629414588638
965,1470.5511151501619
966,1469.956989005419
967,1469.3807059325736
968,1468.8223604446646
969,1468.282072610846
970,1467.759983779407
971,1467.256295694849
972,1466.771342855084
973,1466.3055361926304
974,1465.8591069180654
975,1465.4319914621133
976,1465.0239723477023
977,1464.6348063546964
978,1464.264384294676
979,1463.9127251179063
980,1463.5799206103634
981,1463.2660369478504
982,1462.971089038671
983,1462.695059491332
984,1462.4378481352644
985,1462.1992770004786
986,1461.9790881816698
987,1461.777094745838
988,1461.5932611229257
989,1461.4275549313652
990,1461.2798015386393
991,1461.1496500639935
992,1461.0367460109128
993,1460.9407881184984
994,1460.8614517866592
995,1460.7984162041894
996,1460.7514038877543
997,1460.7201402128785
998,1460.7042418660935
999,1460.7031649893077
